ID,Number of Cities,Std. Dev. of Distance Matrix,X Coord. of Centroid,Y Coord. of Centroid,Radius of Customer Position,Fraction of Distinct Distance Matrix,Std. Dev. of Nearest Neighbor Distance,CV of Nearest Neighbor Distance,Ratio of Clusters to Total Customers,Ratio of Outlier Customers to Total Customers,Ratio of Edge Customers to Total Customers,Number of Clusters,Avg. Cluster Radius,X Coord. of Depot,Y Coord. of Depot,Std. Dev. of Customer Demand,Ratio of Total Demand to Total Capacity,Ratio of Max. Cluster Demand to Total Capacity,Ratio of Outlier Demand to Total Demand,Ratio of Max. Demand to Vehicle Capacity,Avg. Route Length,Area of Instance,Min. Number of Trucks,Label
919,134,119.1763496,251.5,261.5,174.807971,0.69,14.62522183,0.783354264,0.007462687,0.082089552,0.089552239,1,165.0313416,162,398,0.117320251,0.973394495,9.050458716,0.070216777,0.458715596,13.4,223713,10,CW
920,174,116.8082153,250.5,253.5,174.3680135,0.62,13.78660665,0.695635887,0.011494253,0.097701149,0.091954023,2,100.1305997,0,0,0.033305577,0.976296296,21.06,0.104704097,0.2,6.444444444,249001,27,CW
921,159,110.1228744,238.5,269.5,168.6487633,0.6,15.39430957,0.914738993,0.037735849,0.308176101,0.100628931,6,24.94679118,0,0,0.04419788,0.938624339,5,0.314543405,0.158730159,10.6,236500,15,CW
922,154,122.8961813,248,250,187.9570992,0.01,3.169639898,0.194999664,0.032467532,0,0.064935065,5,123.0967742,0,0,0.045970275,0.991838488,8.278350515,0,0.343642612,3.85,219600,40,CW
923,179,139.9238362,246,250,202.7624122,0.62,12.77720094,0.808532282,0.011173184,0.145251397,0.055865922,2,83.08104886,0,0,0.019558575,0.981104651,8.348837209,0.151111111,0.11627907,11.1875,243500,16,CW
924,184,120.6342976,240,250,186.7108703,0.01,0.741595753,0.056807571,0.027173913,0,0.054347826,5,120.6130631,207,228,0.01205937,0.946674988,2.158657513,0,0.076277651,16.72727273,187200,11,CW
925,149,120.962581,240,250,184.9204376,0.01,3.22203419,0.198119581,0.033557047,0,0.067114094,5,119.1724138,0,0,1.39E-17,0.955128205,2.5,0,0.083333333,11.46153846,212400,13,CW
926,74,122.3682632,247,250,190.9340532,0.03,2.221624384,0.066802649,0.067567568,0,0.135135135,5,124.96,252,202,0.094378572,1,2.896551724,0,0.344827586,5.692307692,184800,13,CW
927,164,122.4820213,251.5,250,187.6843277,0.66,13.18651416,0.691962337,0.06097561,0.18902439,0.18902439,10,32.79081148,0,0,1.39E-17,0.993939394,5,0.18902439,0.090909091,10.93333333,248000,15,CW
928,79,123.3818225,247.5,250,187.2115519,0.03,4.130146241,0.131275099,0.063291139,0,0.126582278,5,122.3466667,0,0,0.108913183,0.976851852,4.041666667,0,0.416666667,4.388888889,216000,18,CW
929,144,122.0389398,246,250,188.0172086,0.01,0.470998094,0.02764217,0.034722222,0,0.069444444,5,123.4970443,180,433,0.063821483,0.970063025,3.723214286,0,0.223214286,8.470588235,190400,17,CW
930,59,142.1553841,250,252.5,203.5945448,0.94,20.88262761,0.860234196,0.084745763,0.13559322,0.101694915,5,33.78943733,250,250,0.031352667,0.907883987,2.547794118,0.138582677,0.183823529,6.555555556,244530,9,CW
931,94,119.2471069,252,252,187.5795912,0.88,14.47907817,0.613593953,0.074468085,0.255319149,0.127659574,7,40.13836277,250,250,0.141272788,0.980426272,4.421052632,0.285492458,0.4784689,4.272727273,231312,22,CW
932,149,119.5809119,253,250.5,182.1632994,0.71,13.95206794,0.683839292,0.013422819,0.060402685,0.100671141,2,97.59171547,300,75,0.092741507,0.987558108,21.03459119,0.070469334,0.314465409,6.47826087,242536,23,CW
933,184,120.9848414,240,250,185.2498669,0.01,2.97676023,0.225190461,0.027173913,0,0.054347826,5,119.5297297,0,0,0.030210304,0.98150405,5.918918919,0,0.207900208,6.344827586,213300,29,CW
934,154,125.9654309,250.5,252,190.5570795,0.73,10.90402166,0.529635744,0.058441558,0.090909091,0.175324675,9,47.70811582,0,0,0.017180128,0.992301112,4.726946108,0.091810345,0.119760479,11,247506,14,CW
935,154,128.4686602,244.5,249,200.3561269,0.74,11.35623773,0.552498356,0.058441558,0.12987013,0.207792208,9,45.93045735,0,0,1.39E-17,1,3.181818182,0.12987013,0.090909091,11,243522,14,CW
936,79,126.1292031,249.5,250.5,187.145893,0.92,18.23846239,0.632483965,0.050632911,0.139240506,0.139240506,4,62.40379261,0,0,0.025241138,0.945676275,6.108013937,0.130128957,0.174216028,7.181818182,244035,11,CW
937,99,128.0762833,253,249.5,190.1755556,0.87,15.43176332,0.659638468,0.090909091,0.191919192,0.232323232,9,35.50621536,418,51,0.042904934,0.938405797,2.565217391,0.16023166,0.144927536,12.375,244530,8,CW
938,194,121.6305362,246,248,185.5756136,0.58,12.29841935,0.646893494,0.06185567,0.288659794,0.149484536,12,26.52265551,0,0,0.055988514,0.961675579,5.666666667,0.295644115,0.196078431,8.818181818,238630,22,CW
939,144,122.0823351,246,250,188.7506945,0.01,0.119509829,0.007025888,0.034722222,0,0.069444444,5,123.7399015,277,162,0,0.96,1.933333333,0,0.066666667,14.4,190400,10,CW
940,19,141.2624518,245,274,200.2593616,0.99,46.45492225,0.681120376,0.052631579,0.052631579,0.263157895,1,195.6238382,250,250,0.286778774,0.832478632,4.128205128,0.008213552,0.743589744,3.8,215864,5,CW
941,104,129.5153984,252,252,192.4045322,0.86,12.26094924,0.465391843,0.076923077,0.221153846,0.173076923,8,44.44173352,0,0,0.021382234,0.937870553,2.686141304,0.213749506,0.135869565,9.454545455,249500,11,CW
942,124,122.9759825,250,250,191.0263398,0,0,0,0.040322581,0,0.080645161,5,125.84,250,250,0.120160749,0.9936,5.48,0,0.4,4.96,192000,25,CW
943,64,117.9593174,233.5,248,174.321753,0.93,16.90752927,0.585829189,0.046875,0.203125,0.140625,3,69.62610804,250,250,0.05583846,0.943377351,8.87414966,0.21378579,0.340136054,3.764705882,223930,17,CW
944,184,109.1030872,269,248,147.4107974,0.51,14.40090205,0.935514009,0.027173913,0.173913043,0.119565217,5,44.72079465,0,0,0.165406479,0.97183642,8.777777778,0.096069869,0.680555556,10.22222222,246012,18,CW
945,149,120.962581,240,250,184.9204376,0.01,3.22203419,0.198119581,0.033557047,0,0.067114094,5,119.1724138,0,0,0.160528055,0.954260652,3.368421053,0,0.798245614,10.64285714,212400,14,CW
946,144,128.2853326,250,250,187.4394137,0.73,13.36293655,0.595052592,0.041666667,0.125,0.118055556,6,56.17937778,0,0,0.033547377,0.954533226,11.07156309,0.132375047,0.188323917,6.857142857,249500,21,CW
947,59,121.9213524,245.5,250,187.2294246,0.03,1.083536531,0.026556958,0.084745763,0,0.186440678,5,123.3727273,149,449,0.105093966,0.99408284,3,0,0.384615385,4.538461538,180400,13,CW
948,174,134.4727282,257,241.5,192.0226168,0.68,11.28258503,0.653686838,0.074712644,0.316091954,0.126436782,13,23.58487928,0,0,0.028326141,0.995615385,3.546153846,0.326122228,0.192307692,6.96,240036,25,CW
949,129,121.1688101,252.5,243.5,180.7873713,0.77,13.48995941,0.591059487,0.023255814,0.069767442,0.100775194,3,89.03349179,65,151,0.025367788,0.950869909,9.339857651,0.064559726,0.177935943,7.166666667,233289,18,CW
950,184,126.2622477,249,254,191.0432713,0.64,11.04158482,0.564492099,0.043478261,0.217391304,0.152173913,8,51.94572361,0,0,0.023174111,0.995296753,4.304964539,0.21159616,0.141843972,9.684210526,249000,19,CW
951,169,120.4328826,238,250,184.2640788,0.01,3.085575884,0.216734644,0.029585799,0,0.059171598,5,118.2787879,0,0,0.047408618,0.965042373,3.491525424,0,0.169491525,10.5625,211050,16,CW
952,154,126.7010304,250.5,250,196.7862203,0.72,11.83482213,0.561438449,0.038961039,0.077922078,0.142857143,6,67.07156323,358,48,0.026757317,0.964202464,9.018315018,0.079951649,0.183150183,7,248500,22,CW
953,149,129.0416598,251.5,251.5,192.8536334,0.74,12.2114612,0.547079955,0.053691275,0.10738255,0.181208054,8,50.22783617,0,0,1.39E-17,0.955128205,3.166666667,0.10738255,0.083333333,11.46153846,248502,13,CW
954,139,133.9134752,248.5,247,202.6125522,0.77,14.58018571,0.695099287,0.064748201,0.201438849,0.194244604,9,38.03169297,92,481,0.082832252,0.968831169,5.685714286,0.203753351,0.285714286,6.318181818,242550,22,CW
955,119,124.2050833,253,306,180.8784402,0.74,16.48828627,0.934248835,0.033613445,0.117647059,0.100840336,4,44.56258244,0,0,0.048985294,0.996336996,5.342490842,0.152072193,0.183150183,10.81818182,246007,11,CW
956,159,127.5889305,249,250.5,192.7092258,0.71,11.76740994,0.567945786,0.044025157,0.144654088,0.13836478,7,50.190888,0,0,0.075519593,0.997607656,12.52631579,0.160671463,0.263157895,7.227272727,247005,22,CW
957,89,121.5038175,234.5,246.5,186.3556416,0.89,14.64305703,0.563580458,0.056179775,0.08988764,0.134831461,5,71.41267046,359,206,0.023421234,0.971939871,4.718110236,0.09544852,0.157480315,8.090909091,228403,11,CW
958,139,121.2747818,248,266,154.0079263,0.67,9.013088924,0.655826035,0.043165468,0.273381295,0.122302158,6,32.08040915,250,250,0.01951332,0.994252874,5.379310345,0.263969171,0.114942529,11.58333333,229216,12,CW
959,119,118.2277943,252,249.5,181.041974,0.82,13.99084918,0.565941713,0.050420168,0.168067227,0.18487395,6,52.34684686,250,250,0.020732569,0.960990646,6.702380952,0.171551819,0.148809524,8.5,246506,14,CW
960,169,119.3731431,251,249,174.0835348,0.62,11.53323317,0.622771378,0.035502959,0.213017751,0.130177515,6,43.27432203,427,108,0,0.960227273,10.125,0.213017751,0.125,7.681818182,245024,22,CW
961,194,129.4730668,249.5,248.5,199.2913811,0.6,11.48624513,0.664895136,0.051546392,0.195876289,0.149484536,10,36.47949197,0,0,0.010353435,0.949738693,2.992193045,0.206589674,0.070972321,17.63636364,247506,11,CW
962,174,128.5670902,248,250.5,195.6876496,0.68,10.84804149,0.585053996,0.063218391,0.195402299,0.172413793,11,39.74375163,0,0,0,1,6.166666667,0.195402299,0.166666667,6,247504,29,CW
963,149,120.962581,240,250,184.9204376,0.01,3.22203419,0.198119581,0.033557047,0,0.067114094,5,119.1724138,0,0,0.105137795,0.976782753,2.706467662,0,0.487562189,16.55555556,212400,9,CW
964,64,138.7985716,239.5,199,175.341584,0.87,10.77818033,0.606509423,0.03125,0.140625,0.046875,2,53.67473009,250,250,0.017415025,0.928214011,3.515011547,0.130624093,0.115473441,10.66666667,146010,6,CW
965,104,118.6060322,250.5,250.5,174.2578962,0.83,18.00717535,0.709670644,0.038461538,0.153846154,0.153846154,4,59.27507082,0,0,0.099338323,0.985774702,10.93079585,0.121684867,0.346020761,5.777777778,242028,18,CW
966,39,134.2599747,255,251,199.7221603,0.98,23.70135012,0.52836071,0.128205128,0.102564103,0.282051282,5,62.05899097,279,121,8.33E-17,0.928571429,1.428571429,0.102564103,0.142857143,6.5,230256,6,CW
967,104,130.9125717,250.5,243.5,196.7085114,0.87,12.75625734,0.499891689,0.096153846,0.163461538,0.201923077,10,39.21630534,0,0,0.029442333,0.946470227,2.173112339,0.160072642,0.184162063,6.933333333,241516,15,CW
968,149,143.3689698,250.5,250,208.7831834,0.76,13.12781737,0.603326929,0.046979866,0.194630872,0.154362416,7,48.26575242,197,181,0.023653262,0.986967776,4.376327769,0.190648458,0.151745068,8.764705882,249500,17,CW
969,29,130.4712713,245.5,243.5,154.2338032,0.97,32.70221328,0.751213532,0.034482759,0.413793103,0,1,68.40593401,0,0,0.06078324,0.8,1.977777778,0.381944444,0.222222222,7.25,235708,4,CW
970,189,110.9687167,279,247,159.0681949,0.5,14.10930038,0.862308828,0.010582011,0.105820106,0.074074074,2,84.70683816,0,0,0.159221745,0.992775181,46.13812155,0.091181507,0.552486188,3.634615385,246500,52,CW
971,129,126.8132822,251.5,245,187.7348885,0.77,16.23623343,0.781488844,0.031007752,0.201550388,0.07751938,4,49.92379026,0,0,0.013188581,0.972445237,2.771632471,0.212618489,0.089206066,14.33333333,241017,9,CW
972,124,131.218436,251.5,246,198.2472961,0.8,15.32295498,0.72585156,0.040322581,0.14516129,0.10483871,5,51.37662326,192,403,0.143764541,0.998341625,5.482587065,0.148671096,0.497512438,10.33333333,238630,12,CW
973,189,122.2234015,246.5,250,189.3746654,0,0.306978157,0.023671205,0.026455026,0,0.052910053,5,124.1324324,250,250,0.03355227,0.990310078,2.709302326,0,0.11627907,15.75,192400,12,CW
974,84,122.9447692,246,250,186.6500947,0.02,4.007459213,0.136147584,0.05952381,0,0.119047619,5,121.4588235,0,0,0.033913615,0.932126697,2.62745098,0,0.196078431,6.461538462,215100,13,CW
975,44,128.1368964,243.5,269.5,179.5669874,0.97,20.46213871,0.55698572,0.045454545,0.227272727,0.136363636,2,90.65856456,0,0,0.166338244,0.925333333,2.453333333,0.206051873,0.613333333,8.8,240064,5,CW
976,114,131.8868818,247,249,200.3641088,0.84,14.7129188,0.621983418,0.026315789,0.052631579,0.140350877,3,99.65334023,142,124,0.025381351,0.969,5.563333333,0.052516913,0.166666667,7.6,246012,15,CW
977,144,130.68068,253,245,206.5253399,0.7,14.60180339,0.855340885,0.034722222,0.194444444,0.138888889,5,37.32130738,0,0,0,1,4.6875,0.194444444,0.0625,16,242550,9,CW
978,159,120.5135383,239.5,250,186.0052307,0.01,0.795307153,0.052799162,0.031446541,0,0.062893082,5,119.8548387,100,228,0.147196214,0.998792271,4.956521739,0,0.434782609,8.833333333,186000,18,CW
979,199,120.5657359,240,250,185.5074042,0.01,1.329773954,0.10995293,0.025125628,0.005025126,0.050251256,5,118.8631579,35,380,0.030996784,0.92641844,2.382978723,0.006698565,0.106382979,16.58333333,187200,12,CW
980,89,111.7821176,295,246.5,140.8997834,0.8,21.87185643,1.11231446,0.033707865,0.134831461,0.04494382,3,43.05248933,250,250,0.042404963,0.959686296,15.05063291,0.128172043,0.316455696,3.869565217,182400,23,CW
981,119,120.6070783,240,250,185.430376,0.02,0.501631482,0.025024278,0.042016807,0,0.084033613,5,120.2608696,321,27,0.010752113,0.880867144,1.46300716,0,0.079554495,14.875,194580,8,CW
982,129,129.9212617,250,252,194.9394774,0.79,13.44484345,0.600756783,0.07751938,0.209302326,0.23255814,10,39.1702129,0,0,0.146380218,0.988676298,3.395939086,0.133491311,0.502538071,9.923076923,250000,13,CW
983,194,119.1196031,234,250,184.339668,0,0.404050337,0.03378637,0.025773196,0,0.051546392,5,117.4753036,250,250,0.194007002,0.998850575,5.655172414,0,0.682758621,8.083333333,182400,24,CW
984,134,113.2618492,243.5,238.5,163.1864234,0.68,13.93038672,0.852365749,0.044776119,0.156716418,0.126865672,6,33.95560762,405,241,0.157357354,0.957850369,5.869863014,0.210121012,0.678082192,10.30769231,208273,13,CW
985,189,122.2234015,246.5,250,189.3746654,0,0.306978157,0.023671205,0.026455026,0,0.052910053,5,124.1324324,250,250,0.014641578,0.998218568,3.145940391,0,0.102774923,12.6,192400,15,CW
986,79,124.8613024,252,252,182.4033611,0.91,15.3444827,0.525238086,0.025316456,0.126582278,0.050632911,2,90.04894799,0,0,0.122028098,0.956521739,15.43478261,0.093301435,0.434782609,4.157894737,248003,19,CW
987,124,117.9439797,255.5,247.5,182.0117964,0.76,14.6935895,0.774409795,0.040322581,0.225806452,0.112903226,5,37.88536556,152,102,0.027440188,0.888996139,2.05984556,0.253761439,0.095559846,17.71428571,236115,7,CW
988,199,128.9726142,249,250,197.3264846,0.61,9.947781922,0.557229695,0.055276382,0.120603015,0.155778894,11,40.28828595,0,0,0.048501742,0.973726115,3.493630573,0.128270646,0.159235669,12.4375,249000,16,CW
989,149,128.8791636,252,251.5,198.3077174,0.76,11.03512865,0.553810892,0.046979866,0.140939597,0.161073826,7,54.53336956,398,64,0.072043245,0.985006693,4.85060241,0.137265561,0.240963855,8.277777778,245520,18,CW
990,79,133.9675236,249,251.5,203.0416207,0.93,16.01208311,0.577563334,0.037974684,0.088607595,0.113924051,3,82.70768759,363,130,0.095480558,0.952643448,9.657980456,0.070226197,0.325732899,6.076923077,233716,13,CW
991,154,118.7176037,277,252.5,174.5294815,0.64,16.94501693,0.986701916,0.019480519,0.090909091,0.116883117,3,67.32410621,16,179,1.39E-17,0.9625,7,0.090909091,0.1,9.625,231830,16,CW
992,119,125.109549,245,250,186.2119119,0.81,13.3447102,0.561112835,0.042016807,0.084033613,0.142857143,5,60.30956257,0,0,2.78E-17,0.991666667,7,0.084033613,0.083333333,11.9,243040,10,CW
993,174,121.7281113,245,250,188.7014654,0,0.532984286,0.038226332,0.028735632,0,0.057471264,5,123.12,250,250,0.034165801,0.969806763,2.292270531,0,0.120772947,15.81818182,190400,11,CW
994,189,123.5971362,250,249,188.2596513,0.61,10.57574126,0.60169927,0.058201058,0.206349206,0.142857143,11,36.02007541,233,219,0.118778367,0.956656347,2.872180451,0.186084142,0.37593985,11.11764706,246012,17,CW
995,159,118.8918311,256.5,251,177.1809306,0.68,10.45835947,0.535534448,0.006289308,0.113207547,0.075471698,1,168.25168,73,51,0.024309731,0.969331158,17.28058728,0.108633457,0.163132137,7.95,240578,20,CW
996,194,119.4550845,234,250,182.8381802,0.01,2.946191192,0.241273912,0.025773196,0,0.051546392,5,116.3384615,0,0,1.39E-17,0.97979798,3.545454545,0,0.090909091,10.77777778,207900,18,CW
997,134,135.8512519,249.5,252,205.8049276,0.81,12.3595371,0.53198143,0.037313433,0.089552239,0.201492537,5,80.97233943,0,0,0.016890678,0.984564283,4.778429074,0.089601111,0.117233294,11.16666667,248004,12,CW
998,159,120.5587853,239.5,250,186.086118,0.01,1.518309334,0.100417066,0.031446541,0,0.062893082,5,120.2419355,163,383,0.049778402,0.985294118,7.222222222,0,0.277777778,4.676470588,186000,34,CW
999,179,119.1189319,233.5,250,184.3842921,0,0.315343211,0.024319528,0.027932961,0,0.055865922,5,117.5571429,250,250,0.024612326,0.965942029,4.014492754,0,0.144927536,8.95,182000,20,CW
1000,179,111.5404308,253,251,153.9381674,0.55,14.64101308,0.916639233,0.011173184,0.150837989,0.055865922,2,78.64076956,238,363,0.179831221,0.964462438,14.69230769,0.174440299,0.820512821,9.421052632,240096,19,CW
1001,189,124.8195437,247,249.5,190.8171358,0.63,9.620983554,0.490342349,0.026455026,0.052910053,0.132275132,5,71.94695037,433,47,0.036356125,0.93865628,5.936708861,0.059128631,0.126582278,14.53846154,242556,13,CW
1002,124,99.89056314,288,284,136.1897595,0.67,16.09699776,0.900007651,0.016129032,0.169354839,0.096774194,2,67.92420837,0,0,0.013160481,0.934406679,5.700357782,0.160604127,0.089445438,13.77777778,245500,9,CW
1003,109,106.1603493,297.5,252.5,154.9963163,0.72,19.60246014,1.056865224,0.018348624,0.091743119,0.119266055,2,73.29867899,250,250,0.061854135,0.992844365,8.860465116,0.075675676,0.23255814,8.384615385,199665,13,CW
1004,169,120.0452251,238,250,186.0306488,0,0.540719249,0.038785769,0.029585799,0,0.059171598,5,119.6787879,250,250,0.022303419,0.981665393,3.545454545,0,0.12987013,9.941176471,184800,17,CW
1005,194,119.4550845,234,250,182.8381802,0.01,2.946191192,0.241273912,0.025773196,0,0.051546392,5,116.3384615,0,0,0.084031815,0.996536797,7.171428571,0,0.285714286,5.878787879,207900,33,CW
1006,64,125.2795372,245.5,241.5,192.1337806,0.94,26.60292232,0.800920616,0.046875,0.1875,0.15625,3,72.35935377,426,245,0.138147568,0.8477842,2.468208092,0.384090909,0.572254335,10.66666667,231357,6,CW
1007,189,124.6977136,251,257.5,185.0410425,0.61,10.93252826,0.68451067,0.026455026,0.116402116,0.116402116,5,62.74833826,0,0,0.030045146,0.91854323,4.575942915,0.114608555,0.101936799,17.18181818,245508,11,CW
1008,134,123.8271821,254,248.5,185.3766497,0.78,11.97035504,0.514458352,0.082089552,0.134328358,0.194029851,11,41.20253852,0,0,0.062962373,0.979480164,2.906976744,0.125698324,0.23255814,7.882352941,247506,17,CW
1009,199,126.0755233,250,249.5,191.8122341,0.6,9.728204379,0.5198717,0.065326633,0.115577889,0.195979899,13,39.35019329,57,236,0.036185122,0.974607572,8.506265664,0.115720376,0.250626566,5.236842105,248500,38,CW
1010,84,122.9447692,246,250,186.6500947,0.02,4.007459213,0.136147584,0.05952381,0,0.119047619,5,121.4588235,0,0,0.01459194,0.965151515,1.263636364,0,0.090909091,14,215100,6,CW
1011,104,121.5392714,241,250,185.0734984,0.02,3.65619653,0.156536651,0.048076923,0,0.096153846,5,119.3809524,0,0,0.014642088,0.933028919,1.760800843,0,0.105374078,11.55555556,211950,9,CW
1012,184,100.6723415,198,244,143.3233372,0.41,12.36897171,0.934796035,0.016304348,0.173913043,0.086956522,3,36.51820912,0,0,0.043727597,0.994883041,27.65789474,0.174136664,0.263157895,5.111111111,190320,36,CW
1013,194,127.7979419,251.5,249.5,194.7746111,0.61,9.960434218,0.54077119,0.025773196,0.051546392,0.12371134,5,75.65412718,280,283,0.026538695,0.991120219,11.95081967,0.05306685,0.163934426,8.083333333,248003,24,CW
1014,49,122.1973135,248,312.5,168.9190152,0.94,15.92386985,0.565858027,0.06122449,0.142857143,0.142857143,3,53.02866203,250,250,0.111383637,0.94743083,6.221343874,0.119733,0.395256917,4.9,171954,10,CW
1015,69,132.757408,254.5,258.5,203.0986067,0.93,14.50039551,0.54437113,0.057971014,0.043478261,0.188405797,4,74.4458519,51,415,0.12518443,0.937719298,2.368421053,0.069223573,0.526315789,11.5,237153,6,CW
1016,109,126.2593763,244,252.5,191.9955156,0.85,14.29909645,0.513183195,0.064220183,0.155963303,0.183486239,7,57.77676189,0,0,2.78E-17,0.931623932,2.769230769,0.155963303,0.076923077,12.11111111,244000,9,CW
1017,169,122.9482867,249,260.5,170.2392281,0.6,11.844218,0.746675728,0.01183432,0.201183432,0.065088757,2,69.27499214,4,416,0.024488162,0.989231874,9.013400335,0.191582003,0.167504188,8.047619048,222606,21,CW
1018,194,119.4550845,234,250,182.8381802,0.01,2.946191192,0.241273912,0.025773196,0,0.051546392,5,116.3384615,0,0,0.008668058,0.958291424,1.791792396,0,0.06035003,21.55555556,207900,9,CW
1019,74,122.3404789,247,250,190.9340532,0.01,0.486576568,0.014780576,0.067567568,0,0.135135135,5,124.96,250,250,0.026573384,0.968431948,2.335863378,0,0.189753321,6.727272727,184800,11,CW
1020,129,130.127486,251,247,198.9759585,0.8,10.61883453,0.490316114,0.069767442,0.085271318,0.23255814,9,43.35627668,250,250,0.070137874,0.962553802,4.453658537,0.080041735,0.241463415,7.588235294,245016,17,CW
1021,194,122.1782506,249.5,248.5,171.8144646,0.54,12.70006216,0.821556607,0.020618557,0.149484536,0.103092784,4,46.50299921,250,250,0.121953985,0.999007937,21.58333333,0.137040715,0.416666667,4.619047619,242063,42,CW
1022,149,120.962581,240,250,184.9204376,0.01,3.22203419,0.198119581,0.033557047,0,0.067114094,5,119.1724138,0,0,0.015071318,0.960176991,1.96460177,0,0.088495575,14.9,212400,10,CW
1023,164,109.3996571,253.5,251.5,146.2721991,0.59,16.89610759,0.982553943,0.036585366,0.140243902,0.12195122,6,36.84196975,0,0,0.041994977,0.944805195,7.212121212,0.150057274,0.151515152,11.71428571,246000,14,CW
1024,129,126.7857956,251,250,188.6320084,0.79,12.60997351,0.633585633,0.031007752,0.054263566,0.108527132,4,80.33984745,92,8,0.060934047,0.985507246,8.413043478,0.064705882,0.217391304,8.6,247008,15,CW
1025,119,126.1779759,249.5,250.5,190.2891544,0.82,12.25736692,0.536395856,0.058823529,0.134453782,0.134453782,7,52.50387699,400,381,0.202875722,0.961988304,5.671052632,0.106762918,0.644736842,6.611111111,249001,18,CW
1026,109,121.6300051,242,250,185.3717123,0.02,3.614411079,0.16175755,0.04587156,0,0.091743119,5,119.847619,0,0,0.017609692,0.992601726,2.044389642,0,0.123304562,10.9,212850,10,CW
1027,174,110.0849052,248,250.5,145.8930459,0.56,11.87174895,0.618192274,0.028735632,0.040229885,0.120689655,5,46.76462483,487,427,0.036586429,0.981103553,23.02040816,0.040832049,0.204081633,6.444444444,241566,27,CW
1028,104,104.3516019,248.5,234.5,143.5280383,0.77,11.17107985,0.582547477,0.038461538,0.048076923,0.192307692,4,57.60359032,0,0,0.03775233,0.931283602,5.01344086,0.041674184,0.133064516,13,224730,8,CW
1029,49,123.1695769,250,250,191.0582694,0.04,0.727650031,0.014523111,0.020408163,0,0,1,191.0582694,279,105,0,0.907407407,8.166666667,0,0.166666667,5.444444444,180000,9,CW
1030,194,119.1196031,234,250,184.339668,0,0.404050337,0.03378637,0.025773196,0,0.051546392,5,117.4753036,250,250,0.090949216,0.982161874,2.674121406,0,0.319488818,16.16666667,182400,12,CW
1031,154,122.5576891,248,250,188.9309853,0.01,1.929733811,0.11945118,0.032467532,0,0.064935065,5,123.8434409,113,389,0.037035041,0.914702581,2.271604938,0,0.12345679,14,192000,11,CW
1032,129,128.2481835,250,253,197.0701372,0.8,13.33910095,0.559749985,0.069767442,0.224806202,0.23255814,9,44.2779723,0,0,0.111141712,0.963076923,4.366300366,0.206146356,0.366300366,5.16,249000,25,CW
1033,179,119.4826314,233.5,250,182.8009796,0.01,3.017820932,0.228191739,0.027932961,0,0.055865922,5,116.3314286,0,0,0.030101703,0.970707071,2.202020202,0,0.101010101,17.9,207450,10,CW
1034,84,128.8757303,250,250,194.1497691,0.91,17.52821487,0.618371658,0.023809524,0.035714286,0.142857143,2,112.3632623,0,0,0.127291092,0.970089286,17.40625,0.034974689,0.446428571,4.2,246512,20,CW
1035,84,129.9965383,257.5,250.5,188.7829165,0.91,18.85406894,0.629155971,0.05952381,0.107142857,0.142857143,5,55.34667434,0,0,0.026410788,0.988357257,7.184210526,0.116992093,0.175438596,7.636363636,250000,11,CW
1036,129,123.8307834,250,244.5,188.341916,0.77,10.73671382,0.548784347,0.054263566,0.170542636,0.162790698,7,39.14292547,250,250,0.041366734,0.970238095,10.54761905,0.163599182,0.238095238,5.375,241530,24,CW
1037,94,136.1634064,245,252,212.7238568,0.88,15.36016482,0.581131715,0.117021277,0.255319149,0.212765957,11,35.36946597,285,463,0.05782831,0.989384289,1.280254777,0.258154506,0.210191083,9.4,242060,10,CW
1038,154,114.9461619,252,237,169.1383757,0.67,13.06795958,0.789100421,0.051948052,0.201298701,0.142857143,8,32.4380337,250,250,0.022493703,1,3.9,0.207075065,0.163934426,8.105263158,216372,19,CW
1039,79,99.33496272,242,260,149.6909363,0.84,22.55774744,1.003003829,0.025316456,0.113924051,0.075949367,2,63.78318005,250,250,0.100933727,0.958139535,3.03255814,0.060194175,0.441860465,15.8,219936,5,CW
1040,159,119.5617169,292.5,289,172.8665485,0.55,27.82246634,1.841005194,0.012578616,0.176100629,0.075471698,2,52.28250508,0,0,0.053602314,0.998868778,9.653846154,0.168742922,0.192307692,9.352941176,250000,17,CW
1041,149,124.8411368,248.5,247,188.6621424,0.73,12.41796713,0.577484846,0.060402685,0.181208054,0.201342282,9,45.64855754,250,250,0.028624011,0.980406002,5.906796117,0.185541952,0.194174757,6.772727273,244524,22,CW
1042,154,117.1140656,242,253,173.0431486,0.67,12.93460007,0.711107926,0.025974026,0.097402597,0.103896104,4,58.02029727,0,0,0.042285704,0.932944606,4.097667638,0.0921875,0.145772595,12.83333333,240548,12,CW
1043,59,123.2752259,245.5,250,185.9298009,0.03,4.88942409,0.117446086,0.084745763,0,0.169491525,5,120.7636364,0,0,0.04857469,0.986574074,3.069444444,0,0.347222222,3.933333333,211950,15,CW
1044,164,122.7385351,247,250,187.8196766,0.01,3.084880004,0.202417855,0.030487805,0,0.06097561,5,122.9090909,0,0,0.061910203,0.957399103,4.015695067,0,0.224215247,8.631578947,219150,19,CW
1045,179,124.1933134,250.5,249.5,189.9730222,0.66,9.7264861,0.497206574,0.039106145,0.122905028,0.134078212,7,62.96960314,0,0,0.013679504,0.981563422,3.023893805,0.121788129,0.088495575,14.91666667,249500,12,CW
